name,slug,shortName,position,jerseyNumber,userCount,Player_id,country,marketValueCurrency,dateOfBirthTimestamp,twoMinutePenalties,technicalFaults,yellowCards,gk6mSaves,gk6mShots,shotsTaken,goals,assists,goals7m,goals6m,shots6m,fastbreakGoals,fastbreakShots,steals,blockedShots,goals9m,shots9m,breakthroughGoals,breakthroughShots,fieldTranslations,wingGoals,pivotGoals,pivotShots,firstName,lastName,saves,gkShots,gk7mGoals,gk7mShots,gk7mSaves,gkPivotSaves,gkPivotShots,gk9mSaves,gk9mShots,gkBreakthroughSaves,gkBreakthroughShots,gkFastbreakGoals,gkFastbreakShots,gkWingSaves,gkWingShots,gkGoalsConceded,secondsPlayed,gkFastbreakSaves,shots7m,team_name,team_id,home_score,away_score,start_timestamp,matchid_lineup,MatchTeamGame,gkBackcourtShots,gkBackcourtSaves
Bertram Obling,obling-bertram,B. Obling,G,16,10,1006593,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,812073600.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.0,12.0,,,0.0,,2.0,1.0,6.0,,4.0,1.0,1.0,,,11.0,924.0,0.0,,Away,3994,34.0,29.0,2024-09-22 14:30:00,12575485,sc-dhfk-leipzig-vfl-gummersbach,,
Ole Pregler,pregler-ole,O. Pregler,CB,23,14,1063294,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1022371200.0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Away,3994,34.0,29.0,2024-09-22 14:30:00,12575485,sc-dhfk-leipzig-vfl-gummersbach,,
Mathis Haseler,haseler-mathis,M. Häseler,RW,11,7,1022787,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1024963200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,34.0,29.0,2024-09-22 14:30:00,12575485,sc-dhfk-leipzig-vfl-gummersbach,,
Dominik Kuzmanovic,kuzmanovic-dominik,D. Kuzmanović,G,1,634,1137031,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,1029369600.0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Dominik,Kuzmanovic,10.0,31.0,3.0,3.0,0.0,2.0,3.0,5.0,11.0,2.0,9.0,2.0,2.0,2.0,3.0,21.0,2356.0,0.0,,Away,3994,34.0,29.0,2024-09-22 14:30:00,12575485,sc-dhfk-leipzig-vfl-gummersbach,,
Matthias Musche,musche-matthias,M. Musche,LW,6,48,806720,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,711417600.0,0,0,0,0,0,9,8,0,2,6,0,0,1,0,0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,2.0,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Tim Zechel,zechel-tim,T. Zechel,P,9,39,806913,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,843868800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Lukas Mertens,mertens-lukas,L. Mertens,LW,22,90,808887,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,827452800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Michael Damgaard,damgaard-michael,M. Damgaard,LB,34,189,806794,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,637718400.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,2.0,,,"{'nameTranslation': {'ar': 'دامغارد, مايكل'}, 'shortNameTranslation': {'ar': 'م. دامغارد'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Sergey Hernandez Ferrer,hernandez-ferrer-sergey,S. Hernández,G,1,55,839083,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,803347200.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.0,15.0,,,0.0,,2.0,2.0,9.0,,2.0,,,,2.0,13.0,1155.0,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Daniel Pettersson,pettersson-daniel,D. Pettersson,RW,11,56,848873,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,705110400.0,0,1,0,0,0,6,4,0,0,4,1,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بيترسون, دانييل'}, 'shortNameTranslation': {'ar': 'د. بيترسون'}}",3.0,,,Daniel,Pettersson,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Oscar Bergendahl,bergendahl-oscar,O. Bergendahl,P,54,66,964456,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,794620800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Albin Lagergren,lagergren-albin,A. Lagergren,RB,21,90,902461,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,716169600.0,0,1,0,0,0,3,2,0,0,2,3,0,0,0,0,,,2.0,3.0,"{'nameTranslation': {'ar': 'لاجرغرن, ألبين'}, 'shortNameTranslation': {'ar': 'أ. لاجرغرن'}}",,,,Albin,Lagergren,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Christian O'Sullivan,osullivan-christian,C. O'Sullivan,CB,24,77,849353,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,682819200.0,0,2,0,0,0,2,1,1,0,1,2,0,0,0,0,,,1.0,2.0,"{'nameTranslation': {'ar': 'أوسوليفان, كريستيان'}, 'shortNameTranslation': {'ar': 'ك. أوسوليفان'}}",,,,Christian,O'Sullivan,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Gisli Thorgeir Kristjansson,kristjansson-gisli-thorgeir,G. T. Kristjánsson,CB,10,209,911472,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,933292800.0,0,0,0,0,0,6,3,5,0,2,4,0,0,0,0,,1.0,2.0,3.0,,,,,Gisli Thorgeir,Kristjansson,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Nikola Portner,portner-nikola,N. Portner,G,80,87,902575,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,753667200.0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بورتنر, نيكولا'}, 'shortNameTranslation': {'ar': 'ن. بورتنر'}}",,,,Nikola,Portner,14.0,30.0,,1.0,1.0,1.0,6.0,6.0,8.0,1.0,4.0,1.0,1.0,3.0,8.0,16.0,2342.0,0.0,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Magnus Saugstrup,saugstrup-magnus,M. Saugstrup,P,23,181,902557,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,837129600.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Isak Persson,persson-isak,I. Persson,RW,3,28,930367,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,973555200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Omar Ingi Magnusson,magnusson-omar-ingi,Ó. I. Magnússon,RB,14,421,921590,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,858124800.0,0,1,0,0,0,7,3,3,3,0,0,0,1,1,0,,1.0,,,,,,,Omar Ingi,Magnusson,,,,,,,,,,,,,,,,,,,5.0,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Antonio Serradilla,serradilla-antonio,A. Serradilla,LB,15,8,941847,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,915926400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Manuel Zehnder,zehnder-manuel,M. Zehnder,CB,8,80,1152378,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,940723200.0,0,0,0,0,0,6,2,2,1,1,3,0,0,0,0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Home,3982,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Tomas Mrkva,mrkva-tomas,T. Mrkva,G,16,39,806854,"{'alpha2': 'CZ', 'alpha3': 'CZE', 'name': 'Czechia'}",EUR,601257600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مركفا, توماش'}, 'shortNameTranslation': {'ar': 'ت. مركفا'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Domagoj Duvnjak,duvnjak-domagoj,D. Duvnjak,CB,4,2026,806703,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,581126400.0,0,0,0,0,0,6,1,4,0,1,2,0,0,0,0,,4.0,,1.0,"{'nameTranslation': {'ar': 'دوفنجاك, دوماغوج'}, 'shortNameTranslation': {'ar': 'د. دوفنجاك'}}",,,,Domagoj,Duvnjak,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Andreas Wolff,wolff-andreas,A. Wolff,G,33,332,806932,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,667958400.0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فولف, أندرياس'}, 'shortNameTranslation': {'ar': 'أ. فولف'}}",,,,Andreas,Wolff,14.0,37.0,6.0,8.0,2.0,1.0,2.0,4.0,5.0,3.0,9.0,,1.0,1.0,11.0,23.0,3475.0,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Patrick Wiencek,wiencek-patrick,P. Wiencek,P,17,121,806712,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,606528000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فينتسك, باتريك'}, 'shortNameTranslation': {'ar': 'ب. فينتسك'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Hendrik Pekeler,pekeler-hendrik,H. Pekeler,P,61,79,830805,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,678412800.0,0,1,1,0,0,4,4,1,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بيكلر, هندريك'}, 'shortNameTranslation': {'ar': 'ه. بيكلر'}}",,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Rune Dahmke,dahmke-rune,R. Dahmke,LW,23,151,806701,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,734400000.0,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Lukas Zerbe,zerbe-lukas,L. Zerbe,RW,24,33,861144,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,821836800.0,1,0,0,0,0,5,4,0,0,4,0,0,0,0,0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Karl Wallinius,wallinius-karl,K. Wallinius,LB,49,50,913516,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,916272000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Magnus Landin,landin-magnus,M. L. Jacobsen,LW,7,302,922132,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,808876800.0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'لندين جاكوبسن, ماغنوس'}, 'shortNameTranslation': {'ar': 'م. ل. جاكوبسن'}}",2.0,,,Magnus,Landin Jacobsen,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Petter Overby,overby-petter,P. Øverby,P,11,54,946568,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,701568000.0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'أوفربي, بيتر'}, 'shortNameTranslation': {'ar': 'ب. أوفربي'}}",,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Eric Johansson,johansson-eric,E. Johansson,LB,21,186,944811,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,962150400.0,0,1,0,0,0,7,4,6,0,2,4,0,0,0,0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Emil Wernsdorf Madsen,madsen-emil-wernsdorf,E. Madsen,RB,45,174,1067938,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,978307200.0,0,0,0,0,0,13,9,3,0,3,3,1,1,0,0,5.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Bence Imre,imre-bence,B. Imre,RW,91,101,1388008,"{'alpha2': 'HU', 'alpha3': 'HUN', 'name': 'Hungary'}",EUR,1034640000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Henri Pabst,pabst-henri,H. Pabst,RB,19,9,1411134,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1076284800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Samir Bellahcene,bellahcene-samir,S. Bellahcene,G,34,72,1490339,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France'}",EUR,793238400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Linus Kutz,kutz-linus,L. Kutz,CB,25,7,1889106,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1109548800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,24.0,29.0,2024-09-22 16:00:00,12575484,sc-magdeburg-thw-kiel,,
Moritz Preuss,preuss-moritz,M. Preuss,P,24,7,806572,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,793411200.0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,,,,,,,2.0,3.0,Moritz,Preuss,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Simon Ernst,ernst-simon,S. Ernst,CB,5,43,806771,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,765244800.0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Lucas Krzikalla,krzikalla-lucas,L. Krzikalla,RW,8,7,806673,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,758505600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Lukas Binder,binder-lukas,L. Binder,LW,11,15,806660,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,709862400.0,0,0,0,0,0,5,2,0,0,2,0,0,0,1,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Franz Semper,semper-franz,F. Semper,RB,32,60,830797,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,868060800.0,0,0,0,0,0,9,5,4,0,0,0,1,1,0,0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Marko Mamic,mamic-marko,M. Mamić,LB,14,260,902511,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,762912000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,"{'nameTranslation': {'ar': 'ماميتش, ماركو'}, 'shortNameTranslation': {'ar': 'م. ماميتش'}}",,,,Marko,Mamić,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Domenico Ebner,ebner-domenico,D. Ebner,G,1,28,856114,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,767318400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Luca Witzke,witzke-luca,L. Witzke,CB,7,50,858866,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,923097600.0,1,0,0,0,0,7,6,3,0,4,4,0,0,0,0,2.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Kristian Saeveraas,saeveraas-kristian,K. Sæverås,G,12,43,913487,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,835401600.0,0,0,0,7,18,0,0,1,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'سايفيراس, كريستيان'}, 'shortNameTranslation': {'ar': 'ك. سايفيراس'}}",,,,,,15.0,42.0,4.0,4.0,0.0,3.0,8.0,3.0,9.0,5.0,11.0,4.0,6.0,1.0,4.0,27.0,3394.0,2.0,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Matej Klima,klima-matej,M. Klima,LB,13,21,964474,"{'alpha2': 'CZ', 'alpha3': 'CZE', 'name': 'Czechia'}",EUR,922233600.0,0,0,0,0,0,8,2,2,0,1,3,1,2,0,0,,3.0,1.0,1.0,"{'nameTranslation': {'ar': 'كليما, ماتيج'}, 'shortNameTranslation': {'ar': 'م. كليما'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Luka Rogan,rogan-luka,L. Rogan,P,33,25,964455,"{'alpha2': 'RS', 'alpha3': 'SRB', 'name': 'Serbia'}",EUR,1057276800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Luka,Rogan,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Andri Mar Runarsson,runarsson-andri-mar,A. M. Runarsson,CB,4,14,1140968,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,1029888000.0,0,0,0,0,0,5,3,1,0,1,1,1,2,0,0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Nils Greilich,greilich-nils,N. Greilich,LW,9,5,1153974,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1088985600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Staffan Peter,peter-staffan,P. Steffan,RW,18,8,1189836,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1058140800.0,0,0,0,0,0,10,7,1,0,5,0,2,2,1,0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Friedrich Schmitt,schmitt-friedrich,F. Schmitt,LB,29,1,1889066,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1096761600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,7962,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Patrick Groetzki,groetzki-patrick,P. Groetzki,RW,24,192,806551,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,615513600.0,0,0,0,0,0,4,2,0,0,2,2,0,0,1,0,,,1.0,2.0,,1.0,,,Patrick,Groetzki,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Mikael Appelgren,appelgren-mikael,M. A. Appelgren,G,1,58,808867,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,621043200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'أبيلجرين, ميكائيل'}, 'shortNameTranslation': {'ar': 'م. أبيلجرين'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Sebastian Heymann,heymann-sebastian,S. Heymann,LB,13,72,806868,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,888710400.0,0,1,0,0,0,8,3,4,0,1,3,0,1,1,0,2.0,3.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Olle Forsell Schefvert,forsell-schefvert-olle,O. F. Schefvert,LB,25,20,894924,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,745200000.0,1,0,0,0,0,4,2,1,0,1,0,0,1,1,0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Tim Nothdurft,nothdurft-tim,T. Nothdurft,LW,8,17,848677,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,868579200.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Arnor Snaer Oskarsson,oskarsson-arnor-snaer,A. S. Óskarsson,RB,11,58,944977,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,951177600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Ivan Martinovic,martinovic-ivan,I. Martinović,RB,5,829,941775,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,884044800.0,0,1,0,0,0,16,9,3,4,3,8,2,2,1,0,,,3.0,7.0,,,,,Ivan,Martinović,,,,,,,,,,,,,,,,,,,6.0,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Gustav Davidsson,davidsson-gustav,G. Davidsson,LB,22,22,1476366,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,943833600.0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Juri Knorr,knorr-juri,J. Knorr,CB,10,677,944907,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,957830400.0,1,2,0,0,0,4,1,4,0,0,1,0,0,0,0,1.0,3.0,,1.0,,,,,Juri,Knorr,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
